Model,DPO4054B
Firmware Version,2.90

Waveform Type,ANALOG,,,
-4.9140e-02,0.16,122,-12,-110
-4.9130e-02,0.18,122,-12,-110
-4.9120e-02,0.16,118,-4,-110
-4.9110e-02,0.16,118,-4,-110
-4.9100e-02,0.16,118,-4,-110
-4.9090e-02,0.16,114,-4,-114
-4.9080e-02,0.16,114,-4,-114
-4.9070e-02,0.14,110,-4,-110
-4.9060e-02,0.16,118,-4,-110
-4.9050e-02,0.16,122,-4,-110
-4.9040e-02,0.16,122,-8,-110
-4.9030e-02,0.16,118,-12,-110
-4.9020e-02,0.18,118,-8,-110
-4.9010e-02,0.16,122,-12,-110
-4.9000e-02,0.16,118,0,-110
-4.8990e-02,0.16,114,-4,-110
-4.8980e-02,0.16,118,-4,-110
-4.8970e-02,0.14,110,-4,-110
-4.8960e-02,0.16,114,-4,-110
-4.8950e-02,0.16,118,-12,-110
-4.8940e-02,0.16,122,-12,-110
-4.8930e-02,0.16,118,-8,-110
-4.8920e-02,0.16,118,-12,-110
-4.8910e-02,0.16,118,-8,-106
-4.8900e-02,0.16,114,-4,-110
-4.8890e-02,0.14,114,-4,-110
-4.8880e-02,0.16,114,-8,-110
-4.8870e-02,0.16,114,-4,-110
-4.8860e-02,0.16,118,-8,-110
-4.8850e-02,0.18,118,-12,-110
-4.8840e-02,0.16,118,-8,-110
-4.8830e-02,0.14,122,-12,-110
-4.8820e-02,0.16,118,-12,-110
-4.8810e-02,0.16,118,-4,-110
-4.8800e-02,0.16,114,-8,-110
-4.8790e-02,0.16,118,-4,-110
-4.8780e-02,0.16,118,-4,-110
-4.8770e-02,0.18,114,-4,-106
-4.8760e-02,0.16,122,0,-106
-4.8750e-02,0.18,126,-8,-110
-4.8740e-02,0.18,118,-12,-110
-4.8730e-02,0.18,118,-12,-110
-4.8720e-02,0.16,122,-12,-110
-4.8710e-02,0.16,118,-8,-106
-4.8700e-02,0.18,114,-8,-110
-4.8690e-02,0.18,114,-4,-110
-4.8680e-02,0.16,114,-8,-110
-4.8670e-02,0.16,114,-4,-110
-4.8660e-02,0.16,118,-4,-110
-4.8650e-02,0.18,122,-16,-106
-4.8640e-02,0.16,118,-12,-110
-4.8630e-02,0.2,118,-8,-106
-4.8620e-02,0.16,122,-8,-110
-4.8610e-02,0.2,118,-12,-106
-4.8600e-02,0.18,114,-8,-110
-4.8590e-02,0.14,114,-8,-106
-4.8580e-02,0.18,114,-4,-110
-4.8570e-02,0.16,114,-4,-106
-4.8560e-02,0.16,122,-12,-110
-4.8550e-02,0.22,122,-16,-110
-4.8540e-02,0.18,122,-12,-106
-4.8530e-02,0.16,118,-8,-110
-4.8520e-02,0.18,118,-8,-106
-4.8510e-02,0.18,114,-8,-110
-4.8500e-02,0.18,114,-12,-106
-4.8490e-02,0.18,114,-4,-106
-4.8480e-02,0.16,114,-4,-106
-4.8470e-02,0.16,114,-8,-106
-4.8460e-02,0.18,114,-12,-102
-4.8450e-02,0.18,118,-12,-110
-4.8440e-02,0.18,118,-12,-106
-4.8430e-02,0.2,118,-8,-106
-4.8420e-02,0.2,118,-12,-106
-4.8410e-02,0.18,118,-12,-106
-4.8400e-02,0.16,114,-8,-106
-4.8390e-02,0.18,114,-8,-106
-4.8380e-02,0.16,114,-8,-106
-4.8370e-02,0.16,110,-4,-102
-4.8360e-02,0.18,118,-12,-106
-4.8350e-02,0.18,122,-12,-106
-4.8340e-02,0.2,118,-12,-106
-4.8330e-02,0.16,110,-12,-106
-4.8320e-02,0.2,118,-12,-106
-4.8310e-02,0.2,114,-4,-106
-4.8300e-02,0.16,118,-8,-106
-4.8290e-02,0.18,114,-8,-106
-4.8280e-02,0.16,114,-12,-106
-4.8270e-02,0.2,114,-4,-106
-4.8260e-02,0.18,118,-12,-106
-4.8250e-02,0.2,114,-20,-106
-4.8240e-02,0.18,118,-16,-106
-4.8230e-02,0.16,118,-12,-106
-4.8220e-02,0.2,118,-12,-106
-4.8210e-02,0.16,118,-12,-106
-4.8200e-02,0.18,114,-12,-102
-4.8190e-02,0.18,114,-4,-106
-4.8180e-02,0.2,110,-8,-110
-4.8170e-02,0.18,106,-4,-106
-4.8160e-02,0.16,114,-12,-106
-4.8150e-02,0.2,118,-12,-110
-4.8140e-02,0.2,118,-20,-106
-4.8130e-02,0.2,118,-16,-106
-4.8120e-02,0.2,114,-16,-102
-4.8110e-02,0.2,114,-12,-106
-4.8100e-02,0.2,118,-8,-106
-4.8090e-02,0.18,110,-8,-106
-4.8080e-02,0.18,114,-4,-106
-4.8070e-02,0.18,114,-8,-106
-4.8060e-02,0.24,118,-16,-106
-4.8050e-02,0.2,118,-16,-106
-4.8040e-02,0.2,122,-20,-106
-4.8030e-02,0.18,114,-12,-106
-4.8020e-02,0.16,114,-16,-102
-4.8010e-02,0.18,114,-8,-102
-4.8000e-02,0.16,114,-8,-98
-4.7990e-02,0.2,110,-12,-106
-4.7980e-02,0.18,114,-12,-102
-4.7970e-02,0.16,114,-4,-102
-4.7960e-02,0.2,118,-16,-106
-4.7950e-02,0.2,118,-16,-102
-4.7940e-02,0.2,122,-16,-102
-4.7930e-02,0.22,114,-8,-106
-4.7920e-02,0.2,118,-12,-106
-4.7910e-02,0.18,110,-12,-102
-4.7900e-02,0.18,114,-12,-102
-4.7890e-02,0.18,114,-4,-102
-4.7880e-02,0.18,114,-8,-102
-4.7870e-02,0.18,110,-12,-106
-4.7860e-02,0.22,118,-16,-102
-4.7850e-02,0.2,118,-20,-102
-4.7840e-02,0.2,114,-20,-106
-4.7830e-02,0.2,118,-16,-102
-4.7820e-02,0.18,118,-16,-102
-4.7810e-02,0.18,118,-16,-106
-4.7800e-02,0.18,118,-12,-102
-4.7790e-02,0.18,114,-8,-102
-4.7780e-02,0.2,114,-8,-106
-4.7770e-02,0.18,110,-12,-102
-4.7760e-02,0.18,118,-20,-98
-4.7750e-02,0.22,118,-16,-102
-4.7740e-02,0.2,114,-12,-102
-4.7730e-02,0.2,118,-16,-102
-4.7720e-02,0.2,114,-16,-94
-4.7710e-02,0.18,114,-12,-106
-4.7700e-02,0.2,118,-4,-102
-4.7690e-02,0.2,110,-8,-106
-4.7680e-02,0.18,110,-12,-102
-4.7670e-02,0.2,110,-8,-102
-4.7660e-02,0.22,122,-20,-98
-4.7650e-02,0.2,122,-20,-102
-4.7640e-02,0.2,118,-16,-98
-4.7630e-02,0.2,118,-16,-102
-4.7620e-02,0.2,114,-16,-102
-4.7610e-02,0.22,118,-16,-102
-4.7600e-02,0.2,114,-16,-102
-4.7590e-02,0.2,114,-12,-102
-4.7580e-02,0.2,114,-12,-102
-4.7570e-02,0.1,110,-12,-102
-4.7560e-02,0.22,118,-20,-102
-4.7550e-02,0.22,118,-20,-98
-4.7540e-02,0.2,118,-20,-98
-4.7530e-02,0.2,118,-16,-98
-4.7520e-02,0.2,118,-20,-102
-4.7510e-02,0.2,122,-16,-98
-4.7500e-02,0.2,118,-20,-102
-4.7490e-02,0.2,110,-16,-102
-4.7480e-02,0.2,110,-16,-98
-4.7470e-02,0.2,114,-12,-102
-4.7460e-02,0.2,122,-24,-98
-4.7450e-02,0.2,118,-24,-98
-4.7440e-02,0.22,114,-20,-94
-4.7430e-02,0.22,114,-20,-98
-4.7420e-02,0.22,114,-12,-102
-4.7410e-02,0.22,114,-20,-98
-4.7400e-02,0.22,114,-16,-102
-4.7390e-02,0.2,114,-16,-98
-4.7380e-02,0.2,118,-12,-98
-4.7370e-02,0.18,114,-16,-98
-4.7360e-02,0.22,118,-24,-94
-4.7350e-02,0.22,118,-20,-98
-4.7340e-02,0.22,122,-20,-94
-4.7330e-02,0.2,122,-20,-94
-4.7320e-02,0.2,118,-20,-98
-4.7310e-02,0.22,118,-16,-98
-4.7300e-02,0.2,118,-16,-98
-4.7290e-02,0.18,114,-12,-94
-4.7280e-02,0.18,114,-16,-98
-4.7270e-02,0.22,114,-16,-102
-4.7260e-02,0.22,122,-24,-98
-4.7250e-02,0.22,118,-24,-94
-4.7240e-02,0.2,122,-24,-98
-4.7230e-02,0.22,118,-24,-94
-4.7220e-02,0.18,118,-20,-94
-4.7210e-02,0.22,110,-16,-98
-4.7200e-02,0.2,114,-16,-98
-4.7190e-02,0.22,110,-12,-98
-4.7180e-02,0.2,106,-16,-98
-4.7170e-02,0.14,118,-20,-102
-4.7160e-02,0.22,118,-32,-94
-4.7150e-02,0.2,114,-28,-98
-4.7140e-02,0.22,118,-32,-98
-4.7130e-02,0.22,118,-20,-94
-4.7120e-02,0.2,114,-20,-98
-4.7110e-02,0.22,114,-16,-98
-4.7100e-02,0.22,114,-16,-98
-4.7090e-02,0.22,110,-20,-98
-4.7080e-02,0.22,114,-20,-94
-4.7070e-02,0.18,118,-16,-94
-4.7060e-02,0.22,118,-28,-98
-4.7050e-02,0.2,122,-24,-94
-4.7040e-02,0.22,118,-28,-94
-4.7030e-02,0.22,118,-20,-98
-4.7020e-02,0.24,118,-20,-94
-4.7010e-02,0.22,118,-20,-98
-4.7000e-02,0.2,114,-20,-94
-4.6990e-02,0.22,114,-20,-94
-4.6980e-02,0.2,110,-20,-94
-4.6970e-02,0.2,114,-24,-98
-4.6960e-02,0.32,126,-32,-94
-4.6950e-02,0.22,118,-28,-98
-4.6940e-02,0.24,118,-24,-94
-4.6930e-02,0.22,114,-28,-94
-4.6920e-02,0.22,118,-24,-94
-4.6910e-02,0.22,118,-20,-90
-4.6900e-02,0.22,114,-20,-90
-4.6890e-02,0.2,110,-16,-94
-4.6880e-02,0.2,110,-16,-90
-4.6870e-02,0.22,118,-28,-94
-4.6860e-02,0.24,122,-32,-94
-4.6850e-02,0.22,118,-28,-94
-4.6840e-02,0.22,118,-28,-90
-4.6830e-02,0.22,118,-24,-94
-4.6820e-02,0.2,114,-24,-86
-4.6810e-02,0.22,114,-24,-94
-4.6800e-02,0.22,114,-24,-94
-4.6790e-02,0.22,110,-20,-90
-4.6780e-02,0.22,114,-24,-94
-4.6770e-02,0.2,118,-28,-94
-4.6760e-02,0.22,122,-36,-90
-4.6750e-02,0.22,126,-32,-90
-4.6740e-02,0.22,118,-24,-90
-4.6730e-02,0.24,118,-28,-94
-4.6720e-02,0.22,118,-28,-94
-4.6710e-02,0.22,114,-24,-94
-4.6700e-02,0.22,114,-28,-90
-4.6690e-02,0.2,110,-20,-94
-4.6680e-02,0.22,110,-16,-94
-4.6670e-02,0.24,118,-28,-90
-4.6660e-02,0.24,122,-32,-94
-4.6650e-02,0.24,118,-28,-86
-4.6640e-02,0.22,118,-28,-94
-4.6630e-02,0.2,118,-24,-90
-4.6620e-02,0.22,114,-28,-94
-4.6610e-02,0.22,114,-28,-94
-4.6600e-02,0.22,110,-24,-94
-4.6590e-02,0.22,118,-24,-86
-4.6580e-02,0.2,110,-24,-94
-4.6570e-02,0.22,118,-28,-90
-4.6560e-02,0.24,122,-32,-90
-4.6550e-02,0.24,126,-28,-90
-4.6540e-02,0.24,114,-20,-94
-4.6530e-02,0.24,114,-28,-94
-4.6520e-02,0.22,118,-28,-90
-4.6510e-02,0.24,118,-28,-90
-4.6500e-02,0.22,114,-28,-90
-4.6490e-02,0.22,114,-24,-94
-4.6480e-02,0.2,114,-24,-90
-4.6470e-02,0.24,114,-28,-90
-4.6460e-02,0.24,118,-32,-86
-4.6450e-02,0.24,118,-32,-86
-4.6440e-02,0.24,118,-32,-86
-4.6430e-02,0.24,114,-28,-90
-4.6420e-02,0.2,114,-24,-90
-4.6410e-02,0.22,114,-20,-90
-4.6400e-02,0.2,118,-28,-90
-4.6390e-02,0.22,110,-20,-86
-4.6380e-02,0.24,110,-32,-86
-4.6370e-02,0.22,122,-32,-94
-4.6360e-02,0.22,118,-36,-86
-4.6350e-02,0.24,118,-32,-90
-4.6340e-02,0.26,118,-28,-94
-4.6330e-02,0.22,114,-28,-90
-4.6320e-02,0.22,118,-32,-90
-4.6310e-02,0.22,114,-28,-86
-4.6300e-02,0.22,114,-28,-90
-4.6290e-02,0.22,114,-24,-90
-4.6280e-02,0.22,110,-20,-82
-4.6270e-02,0.26,118,-36,-86
-4.6260e-02,0.24,122,-36,-90
-4.6250e-02,0.22,118,-32,-86
-4.6240e-02,0.22,122,-32,-86
-4.6230e-02,0.24,118,-32,-82
-4.6220e-02,0.22,114,-32,-90
-4.6210e-02,0.24,114,-28,-86
-4.6200e-02,0.22,114,-28,-90
-4.6190e-02,0.2,114,-32,-90
-4.6180e-02,0.22,110,-24,-86
-4.6170e-02,0.26,122,-36,-86
-4.6160e-02,0.26,118,-32,-86
-4.6150e-02,0.24,122,-36,-86
-4.6140e-02,0.22,118,-32,-86
-4.6130e-02,0.22,114,-32,-90
-4.6120e-02,0.22,118,-32,-86
-4.6110e-02,0.24,114,-32,-82
-4.6100e-02,0.22,114,-28,-86
-4.6090e-02,0.24,114,-28,-90
-4.6080e-02,0.22,110,-28,-90
-4.6070e-02,0.26,122,-36,-82
-4.6060e-02,0.26,118,-36,-86
-4.6050e-02,0.24,118,-36,-82
-4.6040e-02,0.24,118,-32,-86
-4.6030e-02,0.24,114,-32,-86
-4.6020e-02,0.24,114,-32,-86
-4.6010e-02,0.24,118,-32,-86
-4.6000e-02,0.22,118,-28,-82
-4.5990e-02,0.2,114,-28,-86
-4.5980e-02,0.3,114,-28,-86
-4.5970e-02,0.22,118,-36,-82
-4.5960e-02,0.24,118,-36,-86
-4.5950e-02,0.24,118,-36,-82
-4.5940e-02,0.24,118,-36,-86
-4.5930e-02,0.22,118,-36,-82
-4.5920e-02,0.22,114,-32,-86
-4.5910e-02,0.22,114,-32,-82
-4.5900e-02,0.22,114,-28,-82
-4.5890e-02,0.24,110,-32,-86
-4.5880e-02,0.22,114,-32,-90
-4.5870e-02,0.42,122,-36,-82
-4.5860e-02,0.26,126,-36,-86
-4.5850e-02,0.26,122,-36,-86
-4.5840e-02,0.26,118,-32,-86
-4.5830e-02,0.24,114,-36,-82
-4.5820e-02,0.24,114,-28,-86
-4.5810e-02,0.22,118,-28,-86
-4.5800e-02,0.24,114,-28,-86
-4.5790e-02,0.24,114,-32,-86
-4.5780e-02,0.24,114,-28,-86
-4.5770e-02,0.24,122,-40,-86
-4.5760e-02,0.26,118,-36,-86
-4.5750e-02,0.24,118,-36,-82
-4.5740e-02,0.24,118,-36,-82
-4.5730e-02,0.26,114,-36,-82
-4.5720e-02,0.22,114,-36,-86
-4.5710e-02,0.24,114,-28,-86
-4.5700e-02,0.24,114,-32,-86
-4.5690e-02,0.24,114,-28,-82
-4.5680e-02,0.22,114,-36,-90
-4.5670e-02,0.26,122,-44,-86
-4.5660e-02,0.24,118,-36,-82
-4.5650e-02,0.24,122,-40,-82
-4.5640e-02,0.26,118,-36,-82
-4.5630e-02,0.24,118,-36,-82
-4.5620e-02,0.24,118,-36,-78
-4.5610e-02,0.24,114,-36,-86
-4.5600e-02,0.22,114,-36,-82
-4.5590e-02,0.22,114,-28,-86
-4.5580e-02,0.28,114,-32,-86
-4.5570e-02,0.26,122,-44,-82
-4.5560e-02,0.24,122,-36,-82
-4.5550e-02,0.24,122,-36,-86
-4.5540e-02,0.24,122,-36,-86
-4.5530e-02,0.26,118,-32,-90
-4.5520e-02,0.24,118,-36,-82
-4.5510e-02,0.24,110,-32,-86
-4.5500e-02,0.22,114,-28,-82
-4.5490e-02,0.24,114,-28,-82
-4.5480e-02,0.22,118,-36,-86
-4.5470e-02,0.26,126,-40,-86
-4.5460e-02,0.24,118,-40,-82
-4.5450e-02,0.26,122,-36,-82
-4.5440e-02,0.22,122,-36,-82
-4.5430e-02,0.24,118,-36,-82
-4.5420e-02,0.24,118,-36,-82
-4.5410e-02,0.22,114,-32,-78
-4.5400e-02,0.22,114,-32,-86
-4.5390e-02,0.22,114,-32,-82
-4.5380e-02,0.22,114,-36,-86
-4.5370e-02,0.24,126,-40,-82
-4.5360e-02,0.26,122,-40,-82
-4.5350e-02,0.24,118,-40,-82
-4.5340e-02,0.24,122,-36,-82
-4.5330e-02,0.26,114,-36,-82
-4.5320e-02,0.22,114,-36,-82
-4.5310e-02,0.26,114,-36,-82
-4.5300e-02,0.22,110,-28,-86
-4.5290e-02,0.22,110,-32,-82
-4.5280e-02,0.24,114,-36,-82
-4.5270e-02,0.24,122,-44,-82
-4.5260e-02,0.26,122,-40,-82
-4.5250e-02,0.24,122,-36,-82
-4.5240e-02,0.24,118,-36,-82
-4.5230e-02,0.24,118,-40,-82
-4.5220e-02,0.22,114,-36,-86
-4.5210e-02,0.2,118,-36,-82
-4.5200e-02,0.22,114,-36,-86
-4.5190e-02,0.24,110,-36,-86
-4.5180e-02,0.22,114,-36,-82
-4.5170e-02,0.24,126,-40,-82
-4.5160e-02,0.26,118,-40,-78
-4.5150e-02,0.24,122,-36,-82
-4.5140e-02,0.26,118,-40,-82
-4.5130e-02,0.26,118,-36,-82
-4.5120e-02,0.24,118,-44,-82
-4.5110e-02,0.24,118,-36,-82
-4.5100e-02,0.22,118,-28,-78
-4.5090e-02,0.24,114,-32,-82
-4.5080e-02,0.22,118,-36,-82
-4.5070e-02,0.24,122,-44,-82
-4.5060e-02,0.26,122,-40,-86
-4.5050e-02,0.24,118,-36,-86
-4.5040e-02,0.24,118,-36,-86
-4.5030e-02,0.24,118,-36,-82
-4.5020e-02,0.24,114,-32,-82
-4.5010e-02,0.26,118,-32,-82
-4.5000e-02,0.24,114,-32,-86
-4.4990e-02,0.22,110,-36,-86
-4.4980e-02,0.24,118,-40,-82
-4.4970e-02,0.26,122,-40,-82
-4.4960e-02,0.24,126,-40,-74
-4.4950e-02,0.26,118,-40,-82
-4.4940e-02,0.22,118,-36,-86
-4.4930e-02,0.26,118,-36,-82
-4.4920e-02,0.22,118,-36,-86
-4.4910e-02,0.24,118,-32,-82
-4.4900e-02,0.24,114,-36,-86
-4.4890e-02,0.24,114,-36,-78
-4.4880e-02,0.24,118,-44,-82
-4.4870e-02,0.24,126,-44,-86
-4.4860e-02,0.26,122,-40,-78
-4.4850e-02,0.26,122,-36,-82
-4.4840e-02,0.24,114,-40,-82
-4.4830e-02,0.24,114,-32,-82
-4.4820e-02,0.24,118,-36,-82
-4.4810e-02,0.24,118,-32,-86
-4.4800e-02,0.22,114,-32,-78
-4.4790e-02,0.22,114,-28,-86
-4.4780e-02,0.22,118,-40,-78
-4.4770e-02,0.24,122,-40,-82
-4.4760e-02,0.24,122,-36,-82
-4.4750e-02,0.24,118,-40,-82
-4.4740e-02,0.26,122,-36,-78
-4.4730e-02,0.24,122,-36,-82
-4.4720e-02,0.24,118,-36,-82
-4.4710e-02,0.22,114,-36,-78
-4.4700e-02,0.24,114,-36,-82
-4.4690e-02,0.22,118,-36,-82
-4.4680e-02,0.24,122,-44,-82
-4.4670e-02,0.24,126,-44,-82
-4.4660e-02,0.24,126,-40,-78
-4.4650e-02,0.24,122,-36,-82
-4.4640e-02,0.24,122,-40,-82
-4.4630e-02,0.24,122,-40,-82
-4.4620e-02,0.24,114,-36,-82
-4.4610e-02,0.2,118,-36,-82
-4.4600e-02,0.22,122,-36,-82
-4.4590e-02,0.24,118,-36,-82
-4.4580e-02,0.26,122,-40,-78
-4.4570e-02,0.26,122,-48,-82
-4.4560e-02,0.24,122,-40,-82
-4.4550e-02,0.22,122,-36,-82
-4.4540e-02,0.24,122,-36,-86
-4.4530e-02,0.24,118,-36,-82
-4.4520e-02,0.22,118,-36,-78
-4.4510e-02,0.22,118,-36,-86
-4.4500e-02,0.24,118,-36,-82
-4.4490e-02,0.24,118,-36,-82
-4.4480e-02,0.24,122,-44,-74
-4.4470e-02,0.24,122,-40,-86
-4.4460e-02,0.24,122,-40,-82
-4.4450e-02,0.22,118,-44,-86
-4.4440e-02,0.22,118,-40,-82
-4.4430e-02,0.22,118,-40,-86
-4.4420e-02,0.22,122,-36,-82
-4.4410e-02,0.22,118,-36,-82
-4.4400e-02,0.22,118,-36,-82
-4.4390e-02,0.2,118,-36,-82
-4.4380e-02,0.24,118,-44,-78
-4.4370e-02,0.24,126,-44,-82
-4.4360e-02,0.26,126,-40,-82
-4.4350e-02,0.22,118,-40,-82
-4.4340e-02,0.24,118,-40,-86
-4.4330e-02,0.24,122,-40,-78
-4.4320e-02,0.22,118,-36,-82
-4.4310e-02,0.22,118,-36,-86
-4.4300e-02,0.22,118,-36,-82
-4.4290e-02,0.22,118,-36,-86
-4.4280e-02,0.12,126,-44,-82
-4.4270e-02,0.24,122,-44,-82
-4.4260e-02,0.24,122,-44,-78
-4.4250e-02,0.24,118,-40,-86
-4.4240e-02,0.24,122,-44,-82
-4.4230e-02,0.26,122,-40,-86
-4.4220e-02,0.24,122,-36,-82
-4.4210e-02,0.24,114,-36,-86
-4.4200e-02,0.22,118,-36,-86
-4.4190e-02,0.22,118,-36,-82
-4.4180e-02,0.26,122,-48,-78
-4.4170e-02,0.24,126,-44,-86
-4.4160e-02,0.24,122,-40,-82
-4.4150e-02,0.24,118,-40,-78
-4.4140e-02,0.26,122,-36,-82
-4.4130e-02,0.26,118,-36,-82
-4.4120e-02,0.24,122,-36,-86
-4.4110e-02,0.2,118,-36,-82
-4.4100e-02,0.22,118,-36,-82
-4.4090e-02,0.2,122,-36,-86
-4.4080e-02,0.24,126,-48,-82
-4.4070e-02,0.26,126,-44,-82
-4.4060e-02,0.24,122,-44,-82
-4.4050e-02,0.22,118,-40,-82
-4.4040e-02,0.24,126,-44,-78
-4.4030e-02,0.24,118,-36,-82
-4.4020e-02,0.22,118,-36,-82
-4.4010e-02,0.24,126,-36,-86
-4.4000e-02,0.24,118,-32,-82
-4.3990e-02,0.22,122,-36,-82
-4.3980e-02,0.24,130,-44,-82
-4.3970e-02,0.26,126,-44,-82
-4.3960e-02,0.22,126,-44,-82
-4.3950e-02,0.24,122,-40,-82
-4.3940e-02,0.24,118,-40,-78
-4.3930e-02,0.22,126,-36,-82
-4.3920e-02,0.22,118,-36,-82
-4.3910e-02,0.2,118,-36,-82
-4.3900e-02,0.22,118,-36,-82
-4.3890e-02,0.18,122,-40,-82
-4.3880e-02,0.24,126,-44,-82
-4.3870e-02,0.24,126,-44,-82
-4.3860e-02,0.22,122,-40,-82
-4.3850e-02,0.24,126,-40,-82
-4.3840e-02,0.24,122,-36,-78
-4.3830e-02,0.24,122,-36,-86
-4.3820e-02,0.22,118,-36,-82
-4.3810e-02,0.24,118,-36,-86
-4.3800e-02,0.22,118,-36,-82
-4.3790e-02,0.24,122,-36,-86
-4.3780e-02,0.26,126,-48,-82
-4.3770e-02,0.24,126,-44,-82
-4.3760e-02,0.24,126,-40,-86
-4.3750e-02,0.2,122,-40,-82
-4.3740e-02,0.24,126,-36,-78
-4.3730e-02,0.24,122,-36,-82
-4.3720e-02,0.22,122,-32,-86
-4.3710e-02,0.22,118,-36,-82
-4.3700e-02,0.22,122,-36,-82
-4.3690e-02,0.24,122,-44,-82
-4.3680e-02,0.26,126,-48,-82
-4.3670e-02,0.24,126,-44,-82
-4.3660e-02,0.24,126,-40,-86
-4.3650e-02,0.24,126,-44,-82
-4.3640e-02,0.22,118,-40,-82
-4.3630e-02,0.22,122,-40,-82
-4.3620e-02,0.22,122,-36,-82
-4.3610e-02,0.22,126,-36,-86
-4.3600e-02,0.22,114,-36,-82
-4.3590e-02,0.22,126,-40,-86
-4.3580e-02,0.26,126,-48,-82
-4.3570e-02,0.22,122,-40,-82
-4.3560e-02,0.22,126,-40,-82
-4.3550e-02,0.22,126,-44,-86
-4.3540e-02,0.22,118,-44,-86
-4.3530e-02,0.26,122,-36,-82
-4.3520e-02,0.2,122,-40,-86
-4.3510e-02,0.22,122,-40,-86
-4.3500e-02,0.22,118,-40,-82
-4.3490e-02,0.22,126,-40,-86
-4.3480e-02,0.24,130,-44,-82
-4.3470e-02,0.24,126,-40,-82
-4.3460e-02,0.24,122,-44,-82
-4.3450e-02,0.24,126,-40,-82
-4.3440e-02,0.22,126,-40,-86
-4.3430e-02,0.22,122,-40,-86
-4.3420e-02,0.24,126,-40,-82
-4.3410e-02,0.22,126,-40,-82
-4.3400e-02,0.22,118,-36,-86
-4.3390e-02,0.24,126,-44,-86
-4.3380e-02,0.26,126,-48,-86
-4.3370e-02,0.22,126,-44,-86
-4.3360e-02,0.24,130,-44,-86
-4.3350e-02,0.24,126,-48,-82
-4.3340e-02,0.24,126,-40,-86
-4.3330e-02,0.22,122,-36,-86
-4.3320e-02,0.22,122,-36,-86
-4.3310e-02,0.22,122,-36,-86
-4.3300e-02,0.22,118,-36,-82
-4.3290e-02,0.22,126,-44,-86
-4.3280e-02,0.26,126,-48,-82
-4.3270e-02,0.24,126,-40,-86
